source_ref,image_width,image_height,image_depth,annotations,event_time,labeling_job,status
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-01-47-06-cropped-left-top.jpg,450,300,3,"[{'class_id': 0, 'top': 74, 'left': 227, 'height': 126, 'width': 96}, {'class_id': 0, 'top': 116, 'left': 90, 'height': 39, 'width': 88}]",1657199072.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/good/image-2020-04-22-10-15-03-04-cropped-right-top.jpg,450,300,3,[],1657198916.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-07-03-86-cropped-left-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 139, 'left': 69, 'height': 55, 'width': 81}, {'class_id': 0, 'top': 108, 'left': 145, 'height': 163, 'width': 81}, {'class_id': 0, 'top': 112, 'left': 263, 'height': 75, 'width': 57}]",1657198747.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-02-37-96-cropped-left-top.jpg,450,300,3,"[{'class_id': 0, 'top': 73, 'left': 230, 'height': 129, 'width': 92}, {'class_id': 0, 'top': 117, 'left': 91, 'height': 38, 'width': 87}]",1657198747.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-04-44-46-cropped-left-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 95, 'left': 272, 'height': 126, 'width': 31}, {'class_id': 0, 'top': 70, 'left': 110, 'height': 133, 'width': 49}]",1657198747.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-09-36-69-cropped-right-top.jpg,450,300,3,"[{'class_id': 0, 'top': 121, 'left': 167, 'height': 78, 'width': 114}, {'class_id': 0, 'top': 160, 'left': 261, 'height': 105, 'width': 70}]",1657269878.0,labeling-job/quality-inspection-labeling-job-ee6bb9,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-02-50-45-cropped-right-top.jpg,450,300,3,"[{'class_id': 0, 'top': 98, 'left': 289, 'height': 125, 'width': 30}, {'class_id': 0, 'top': 73, 'left': 128, 'height': 130, 'width': 48}]",1657268238.0,labeling-job/quality-inspection-labeling-job-ee6bb9,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-03-28-66-cropped-right-top.jpg,450,300,3,"[{'class_id': 0, 'top': 99, 'left': 285, 'height': 125, 'width': 34}, {'class_id': 0, 'top': 73, 'left': 127, 'height': 128, 'width': 49}]",1657198916.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-00-43-84-cropped-left-top.jpg,450,300,3,"[{'class_id': 0, 'top': 107, 'left': 317, 'height': 113, 'width': 17}, {'class_id': 0, 'top': 97, 'left': 114, 'height': 137, 'width': 91}]",1657198916.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-01-59-87-cropped-left-top.jpg,450,300,3,"[{'class_id': 0, 'top': 73, 'left': 232, 'height': 135, 'width': 93}, {'class_id': 0, 'top': 113, 'left': 91, 'height': 43, 'width': 86}]",1657199072.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-09-24-05-cropped-right-top.jpg,450,300,3,"[{'class_id': 0, 'top': 120, 'left': 180, 'height': 79, 'width': 97}, {'class_id': 0, 'top': 167, 'left': 261, 'height': 89, 'width': 61}]",1657199072.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-00-56-43-cropped-left-top.jpg,450,300,3,"[{'class_id': 0, 'top': 84, 'left': 188, 'height': 139, 'width': 80}]",1657198916.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-02-25-08-cropped-right-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 192, 'left': 345, 'height': 34, 'width': 40}, {'class_id': 0, 'top': 138, 'left': 281, 'height': 57, 'width': 52}, {'class_id': 0, 'top': 171, 'left': 271, 'height': 20, 'width': 23}]",1657268998.0,labeling-job/quality-inspection-labeling-job-ee6bb9,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-01-21-86-cropped-left-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 106, 'left': 311, 'height': 117, 'width': 32}, {'class_id': 0, 'top': 97, 'left': 113, 'height': 142, 'width': 97}]",1657198584.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-02-25-08-cropped-right-top.jpg,450,300,3,"[{'class_id': 0, 'top': 98, 'left': 287, 'height': 128, 'width': 32}, {'class_id': 0, 'top': 72, 'left': 126, 'height': 133, 'width': 50}]",1657198584.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-07-29-26-cropped-right-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 93, 'left': 173, 'height': 33, 'width': 189}, {'class_id': 0, 'top': 159, 'left': 170, 'height': 21, 'width': 155}]",1657198499.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-09-11-45-cropped-right-top.jpg,450,300,3,"[{'class_id': 0, 'top': 126, 'left': 168, 'height': 62, 'width': 104}, {'class_id': 0, 'top': 166, 'left': 255, 'height': 111, 'width': 77}]",1657198916.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-02-12-47-cropped-right-top.jpg,450,300,3,"[{'class_id': 0, 'top': 73, 'left': 129, 'height': 131, 'width': 47}, {'class_id': 0, 'top': 100, 'left': 289, 'height': 123, 'width': 29}, {'class_id': 0, 'top': 60, 'left': 287, 'height': 144, 'width': 151}]",1657198831.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-59-53-25-cropped-right-top.jpg,450,300,3,"[{'class_id': 0, 'top': 87, 'left': 194, 'height': 143, 'width': 76}]",1657198376.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-01-09-04-cropped-left-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 100, 'left': 116, 'height': 135, 'width': 87}, {'class_id': 0, 'top': 111, 'left': 320, 'height': 110, 'width': 12}]",1657198499.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-51-51-85-cropped-left-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 111, 'left': 153, 'height': 53, 'width': 212}]",1657194148.0,labeling-job/quality-inspection-labeling-job-16eb08,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-01-59-87-cropped-left-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 153, 'left': 98, 'height': 9, 'width': 177}, {'class_id': 0, 'top': 103, 'left': 287, 'height': 38, 'width': 111}]",1657198916.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-52-30-17-cropped-right-top.jpg,450,300,3,"[{'class_id': 0, 'top': 112, 'left': 91, 'height': 55, 'width': 256}, {'class_id': 0, 'top': 174, 'left': 203, 'height': 63, 'width': 117}]",1657196197.0,labeling-job/quality-inspection-labeling-job-9634f9,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-57-20-85-cropped-right-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 121, 'left': 142, 'height': 82, 'width': 89}, {'class_id': 0, 'top': 101, 'left': 272, 'height': 106, 'width': 69}]",1657198831.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-09-49-45-cropped-left-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 147, 'left': 119, 'height': 31, 'width': 171}]",1657198499.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-55-01-67-cropped-left-top.jpg,450,300,3,"[{'class_id': 0, 'top': 104, 'left': 123, 'height': 73, 'width': 86}, {'class_id': 0, 'top': 149, 'left': 259, 'height': 59, 'width': 71}]",1657194290.0,labeling-job/quality-inspection-labeling-job-16eb08,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-53-45-68-cropped-right-top.jpg,450,300,3,"[{'class_id': 0, 'top': 123, 'left': 169, 'height': 85, 'width': 153}]",1657194148.0,labeling-job/quality-inspection-labeling-job-16eb08,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-00-31-25-cropped-left-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 126, 'left': 151, 'height': 100, 'width': 189}]",1657198417.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-56-04-86-cropped-left-top.jpg,450,300,3,"[{'class_id': 0, 'top': 125, 'left': 155, 'height': 97, 'width': 187}]",1657198747.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-52-17-28-cropped-right-top.jpg,450,300,3,"[{'class_id': 0, 'top': 110, 'left': 236, 'height': 24, 'width': 110}, {'class_id': 0, 'top': 175, 'left': 187, 'height': 61, 'width': 132}, {'class_id': 0, 'top': 118, 'left': 84, 'height': 52, 'width': 150}]",1657196125.0,labeling-job/quality-inspection-labeling-job-9634f9,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-53-20-47-cropped-right-top.jpg,450,300,3,"[{'class_id': 0, 'top': 90, 'left': 128, 'height': 49, 'width': 113}, {'class_id': 0, 'top': 126, 'left': 172, 'height': 70, 'width': 145}]",1657194290.0,labeling-job/quality-inspection-labeling-job-16eb08,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-05-35-04-cropped-left-top.jpg,450,300,3,"[{'class_id': 0, 'top': 81, 'left': 240, 'height': 128, 'width': 80}, {'class_id': 0, 'top': 112, 'left': 89, 'height': 40, 'width': 83}]",1657198916.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-51-51-85-cropped-right-top.jpg,450,300,3,"[{'class_id': 0, 'top': 94, 'left': 197, 'height': 136, 'width': 55}, {'class_id': 0, 'top': 124, 'left': 155, 'height': 66, 'width': 42}, {'class_id': 0, 'top': 82, 'left': 242, 'height': 204, 'width': 165}, {'class_id': 0, 'top': 97, 'left': 303, 'height': 95, 'width': 70}]",1657194148.0,labeling-job/quality-inspection-labeling-job-16eb08,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-51-14-06-cropped-right-top.jpg,450,300,3,"[{'class_id': 0, 'top': 124, 'left': 145, 'height': 75, 'width': 46}, {'class_id': 0, 'top': 120, 'left': 260, 'height': 58, 'width': 35}, {'class_id': 0, 'top': 164, 'left': 316, 'height': 93, 'width': 35}]",1657194356.0,labeling-job/quality-inspection-labeling-job-16eb08,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-51-26-67-cropped-left-top.jpg,450,300,3,"[{'class_id': 0, 'top': 112, 'left': 162, 'height': 50, 'width': 204}]",1657194148.0,labeling-job/quality-inspection-labeling-job-16eb08,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-01-47-06-cropped-right-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 137, 'left': 282, 'height': 57, 'width': 57}, {'class_id': 0, 'top': 190, 'left': 345, 'height': 36, 'width': 40}, {'class_id': 0, 'top': 170, 'left': 272, 'height': 20, 'width': 23}]",1657198916.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/good/image-2020-04-22-10-15-16-00-cropped-left-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 48, 'left': 306, 'height': 31, 'width': 18}, {'class_id': 0, 'top': 181, 'left': 155, 'height': 60, 'width': 20}]",1657198584.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-55-01-67-cropped-left-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 91, 'left': 172, 'height': 111, 'width': 64}, {'class_id': 0, 'top': 89, 'left': 355, 'height': 138, 'width': 29}]",1657194220.0,labeling-job/quality-inspection-labeling-job-16eb08,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-53-33-04-cropped-right-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 130, 'left': 170, 'height': 82, 'width': 146}]",1657194220.0,labeling-job/quality-inspection-labeling-job-16eb08,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-55-39-46-cropped-left-top.jpg,450,300,3,"[{'class_id': 0, 'top': 113, 'left': 121, 'height': 85, 'width': 105}, {'class_id': 0, 'top': 94, 'left': 253, 'height': 110, 'width': 78}]",1657198747.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-03-41-25-cropped-left-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 101, 'left': 287, 'height': 41, 'width': 111}, {'class_id': 0, 'top': 151, 'left': 97, 'height': 13, 'width': 179}]",1657199072.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-06-26-04-cropped-left-top.jpg,450,300,3,"[{'class_id': 0, 'top': 157, 'left': 271, 'height': 62, 'width': 49}, {'class_id': 0, 'top': 156, 'left': 124, 'height': 36, 'width': 116}]",1657198584.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-54-23-65-cropped-right-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 89, 'left': 142, 'height': 87, 'width': 42}, {'class_id': 0, 'top': 99, 'left': 188, 'height': 99, 'width': 54}, {'class_id': 0, 'top': 95, 'left': 368, 'height': 130, 'width': 16}]",1657198747.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-52-30-17-cropped-right-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 117, 'left': 180, 'height': 43, 'width': 199}]",1657196661.0,labeling-job/quality-inspection-labeling-job-9634f9,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-53-45-68-cropped-left-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 91, 'left': 176, 'height': 109, 'width': 57}, {'class_id': 0, 'top': 90, 'left': 361, 'height': 137, 'width': 22}]",1657194290.0,labeling-job/quality-inspection-labeling-job-16eb08,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-55-52-04-cropped-right-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 109, 'left': 126, 'height': 134, 'width': 85}, {'class_id': 0, 'top': 110, 'left': 325, 'height': 121, 'width': 23}]",1657198584.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-08-07-45-cropped-right-top.jpg,450,300,3,"[{'class_id': 0, 'top': 154, 'left': 145, 'height': 19, 'width': 160}]",1657199148.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-56-04-86-cropped-right-top.jpg,450,300,3,"[{'class_id': 0, 'top': 112, 'left': 331, 'height': 113, 'width': 16}, {'class_id': 0, 'top': 100, 'left': 132, 'height': 140, 'width': 89}]",1657267597.0,labeling-job/quality-inspection-labeling-job-ee6bb9,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-52-17-28-cropped-right-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 113, 'left': 178, 'height': 50, 'width': 204}]",1657194356.0,labeling-job/quality-inspection-labeling-job-16eb08,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-03-28-66-cropped-left-top.jpg,450,300,3,"[{'class_id': 0, 'top': 68, 'left': 228, 'height': 135, 'width': 97}, {'class_id': 0, 'top': 111, 'left': 85, 'height': 42, 'width': 97}]",1657199072.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-56-55-64-cropped-right-top.jpg,450,300,3,"[{'class_id': 0, 'top': 87, 'left': 194, 'height': 142, 'width': 76}]",1657198916.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-05-35-04-cropped-right-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 136, 'left': 286, 'height': 59, 'width': 56}, {'class_id': 0, 'top': 192, 'left': 350, 'height': 33, 'width': 38}, {'class_id': 0, 'top': 169, 'left': 274, 'height': 23, 'width': 23}]",1657198831.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-03-53-86-cropped-right-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 151, 'left': 244, 'height': 21, 'width': 40}, {'class_id': 0, 'top': 168, 'left': 266, 'height': 21, 'width': 27}, {'class_id': 0, 'top': 136, 'left': 278, 'height': 60, 'width': 62}, {'class_id': 0, 'top': 188, 'left': 343, 'height': 40, 'width': 41}]",1657198665.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-06-00-83-cropped-right-top.jpg,450,300,3,"[{'class_id': 0, 'top': 182, 'left': 296, 'height': 52, 'width': 26}, {'class_id': 0, 'top': 161, 'left': 282, 'height': 68, 'width': 50}, {'class_id': 0, 'top': 155, 'left': 140, 'height': 45, 'width': 121}]",1657268998.0,labeling-job/quality-inspection-labeling-job-ee6bb9,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-02-12-47-cropped-left-top.jpg,450,300,3,"[{'class_id': 0, 'top': 72, 'left': 226, 'height': 136, 'width': 99}, {'class_id': 0, 'top': 116, 'left': 90, 'height': 43, 'width': 92}]",1657198831.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-00-43-84-cropped-left-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 118, 'left': 141, 'height': 112, 'width': 205}]",1657198831.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-00-56-43-cropped-right-top.jpg,450,300,3,"[{'class_id': 0, 'top': 103, 'left': 280, 'height': 100, 'width': 60}, {'class_id': 0, 'top': 120, 'left': 142, 'height': 80, 'width': 93}]",1657198584.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-03-53-86-cropped-left-top.jpg,450,300,3,"[{'class_id': 0, 'top': 73, 'left': 228, 'height': 130, 'width': 96}, {'class_id': 0, 'top': 116, 'left': 92, 'height': 39, 'width': 84}]",1657198831.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-03-16-05-cropped-right-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 167, 'left': 265, 'height': 24, 'width': 33}, {'class_id': 0, 'top': 132, 'left': 280, 'height': 65, 'width': 59}, {'class_id': 0, 'top': 192, 'left': 345, 'height': 42, 'width': 41}]",1657198499.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-10-04-70-cropped-left-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 148, 'left': 124, 'height': 27, 'width': 169}]",1657198916.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-07-29-26-cropped-right-top.jpg,450,300,3,"[{'class_id': 0, 'top': 136, 'left': 188, 'height': 35, 'width': 90}, {'class_id': 0, 'top': 120, 'left': 181, 'height': 70, 'width': 80}, {'class_id': 0, 'top': 162, 'left': 261, 'height': 94, 'width': 67}]",1657198916.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-06-00-83-cropped-left-top.jpg,450,300,3,"[{'class_id': 0, 'top': 167, 'left': 299, 'height': 33, 'width': 49}, {'class_id': 0, 'top': 183, 'left': 155, 'height': 24, 'width': 81}]",1657199072.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-00-31-25-cropped-right-top.jpg,450,300,3,"[{'class_id': 0, 'top': 83, 'left': 193, 'height': 148, 'width': 82}]",1657198584.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-07-42-18-cropped-left-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 130, 'left': 81, 'height': 92, 'width': 77}, {'class_id': 0, 'top': 119, 'left': 176, 'height': 77, 'width': 76}, {'class_id': 0, 'top': 86, 'left': 281, 'height': 78, 'width': 52}]",1657198499.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-09-11-45-cropped-right-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 100, 'left': 179, 'height': 16, 'width': 187}, {'class_id': 0, 'top': 167, 'left': 171, 'height': 15, 'width': 152}]",1657198417.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-56-42-86-cropped-right-top.jpg,450,300,3,"[{'class_id': 0, 'top': 114, 'left': 334, 'height': 109, 'width': 11}, {'class_id': 0, 'top': 104, 'left': 133, 'height': 133, 'width': 86}]",1657199072.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-51-14-06-cropped-right-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 99, 'left': 200, 'height': 127, 'width': 31}, {'class_id': 0, 'top': 106, 'left': 306, 'height': 76, 'width': 59}]",1657194077.0,labeling-job/quality-inspection-labeling-job-16eb08,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-53-20-47-cropped-right-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 128, 'left': 161, 'height': 96, 'width': 167}]",1657194148.0,labeling-job/quality-inspection-labeling-job-16eb08,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-07-29-26-cropped-left-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 144, 'left': 122, 'height': 28, 'width': 167}]",1657198916.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-09-49-45-cropped-right-top.jpg,450,300,3,"[{'class_id': 0, 'top': 124, 'left': 165, 'height': 74, 'width': 116}, {'class_id': 0, 'top': 165, 'left': 261, 'height': 99, 'width': 63}]",1657199072.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-52-55-24-cropped-left-top.jpg,450,300,3,"[{'class_id': 0, 'top': 112, 'left': 249, 'height': 14, 'width': 72}, {'class_id': 0, 'top': 142, 'left': 69, 'height': 34, 'width': 32}]",1657199072.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-56-42-86-cropped-left-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 99, 'left': 263, 'height': 100, 'width': 64}, {'class_id': 0, 'top': 116, 'left': 123, 'height': 83, 'width': 97}]",1657198376.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-10-55-52-04-cropped-right-top.jpg,450,300,3,"[{'class_id': 0, 'top': 124, 'left': 169, 'height': 102, 'width': 187}, {'class_id': 0, 'top': 103, 'left': 173, 'height': 124, 'width': 132}]",1657198584.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-01-21-86-cropped-right-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 103, 'left': 153, 'height': 126, 'width': 153}, {'class_id': 0, 'top': 121, 'left': 150, 'height': 144, 'width': 161}, {'class_id': 0, 'top': 130, 'left': 165, 'height': 103, 'width': 187}]",1657198831.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
s3://${bucket}/pipeline/assets/images/2021-01-28-09-50-34/bad/image-2020-04-22-11-03-28-66-cropped-left-bottom.jpg,450,300,3,"[{'class_id': 0, 'top': 100, 'left': 287, 'height': 42, 'width': 112}, {'class_id': 0, 'top': 151, 'left': 97, 'height': 12, 'width': 179}]",1657198831.0,labeling-job/quality-inspection-labeling-job-11f5e1,APPROVED
